station,train_no,destination,expected_arr,time_to_station,tfl_status,time
PSG,077,Edgware Road,2026-07-21T15:18:37Z,37,Good Service,2026-07-21 15:19:07.260244+00:00
FBY,063,Edgware Road,2026-07-21T15:25:37Z,430,Good Service,2026-07-21 15:19:07.365315+00:00
FBY,070,Edgware Road,2026-07-21T15:28:37Z,610,Good Service,2026-07-21 15:19:07.368024+00:00
FBY,077,Edgware Road,2026-07-21T15:20:37Z,130,Good Service,2026-07-21 15:19:07.369746+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,40,Good Service,2026-07-21 15:19:31.678421+00:00
EPY,063,Edgware Road,2026-07-21T15:20:51Z,120,Good Service,2026-07-21 15:19:31.873410+00:00
EPY,070,Edgware Road,2026-07-21T15:22:51Z,240,Good Service,2026-07-21 15:19:31.877523+00:00
PYB,063,Edgware Road,2026-07-21T15:21:08Z,136,Good Service,2026-07-21 15:19:32.024184+00:00
PYB,070,Edgware Road,2026-07-21T15:23:38Z,286,Good Service,2026-07-21 15:19:32.026926+00:00
PSG,063,Edgware Road,2026-07-21T15:23:37Z,285,Good Service,2026-07-21 15:19:32.141150+00:00
PSG,070,Edgware Road,2026-07-21T15:25:37Z,405,Good Service,2026-07-21 15:19:32.145473+00:00
FBY,063,Edgware Road,2026-07-21T15:25:37Z,457,Good Service,2026-07-21 15:19:32.281240+00:00
FBY,070,Edgware Road,2026-07-21T15:28:37Z,637,Good Service,2026-07-21 15:19:32.287039+00:00
FBY,077,Edgware Road,2026-07-21T15:20:37Z,157,Good Service,2026-07-21 15:19:32.289990+00:00
SFS,070,Edgware Road,2026-07-21T15:19:07Z,40,Good Service,2026-07-21 15:19:53.344638+00:00
EPY,063,Edgware Road,2026-07-21T15:20:51Z,120,Good Service,2026-07-21 15:19:53.441932+00:00
EPY,070,Edgware Road,2026-07-21T15:22:51Z,240,Good Service,2026-07-21 15:19:53.446324+00:00
PYB,063,Edgware Road,2026-07-21T15:22:51Z,218,Good Service,2026-07-21 15:19:53.560358+00:00
PYB,070,Edgware Road,2026-07-21T15:24:21Z,308,Good Service,2026-07-21 15:19:53.564561+00:00
PSG,063,Edgware Road,2026-07-21T15:25:21Z,368,Good Service,2026-07-21 15:19:53.710102+00:00
PSG,070,Edgware Road,2026-07-21T15:27:21Z,488,Good Service,2026-07-21 15:19:53.713201+00:00
FBY,063,Edgware Road,2026-07-21T15:27:22Z,489,Good Service,2026-07-21 15:19:53.903812+00:00
FBY,070,Edgware Road,2026-07-21T15:29:22Z,609,Good Service,2026-07-21 15:19:53.905820+00:00
FBY,077,Edgware Road,2026-07-21T15:20:52Z,99,Good Service,2026-07-21 15:19:53.907982+00:00
SFS,070,Edgware Road,2026-07-21T15:19:51Z,15,Good Service,2026-07-21 15:20:16.255916+00:00
EPY,054,Edgware Road,2026-07-21T15:26:50Z,434,Good Service,2026-07-21 15:20:16.377890+00:00
EPY,063,Edgware Road,2026-07-21T15:20:19Z,43,Good Service,2026-07-21 15:20:16.383191+00:00
EPY,070,Edgware Road,2026-07-21T15:22:19Z,163,Good Service,2026-07-21 15:20:16.387898+00:00
PYB,063,Edgware Road,2026-07-21T15:22:51Z,218,Good Service,2026-07-21 15:20:16.485209+00:00
PYB,070,Edgware Road,2026-07-21T15:24:21Z,308,Good Service,2026-07-21 15:20:16.489257+00:00
PSG,063,Edgware Road,2026-07-21T15:25:21Z,344,Good Service,2026-07-21 15:20:16.636109+00:00
PSG,070,Edgware Road,2026-07-21T15:27:21Z,464,Good Service,2026-07-21 15:20:16.639539+00:00
FBY,063,Edgware Road,2026-07-21T15:27:22Z,489,Good Service,2026-07-21 15:20:16.747485+00:00
FBY,070,Edgware Road,2026-07-21T15:29:22Z,609,Good Service,2026-07-21 15:20:16.754062+00:00
FBY,077,Edgware Road,2026-07-21T15:20:52Z,99,Good Service,2026-07-21 15:20:16.757181+00:00
WIP,054,Edgware Road,2026-07-21T15:22:19Z,141,Good Service,2026-07-21 15:20:38.292436+00:00
SFS,054,Edgware Road,2026-07-21T15:24:20Z,262,Good Service,2026-07-21 15:20:38.706236+00:00
SFS,070,Edgware Road,2026-07-21T15:20:13Z,15,Good Service,2026-07-21 15:20:38.710411+00:00
EPY,054,Edgware Road,2026-07-21T15:26:50Z,411,Good Service,2026-07-21 15:20:38.869314+00:00
EPY,063,Edgware Road,2026-07-21T15:20:19Z,20,Good Service,2026-07-21 15:20:38.871500+00:00
EPY,070,Edgware Road,2026-07-21T15:22:19Z,140,Good Service,2026-07-21 15:20:38.875199+00:00
PYB,054,Edgware Road,2026-07-21T15:28:49Z,527,Good Service,2026-07-21 15:20:42.612310+00:00
PYB,063,Edgware Road,2026-07-21T15:22:49Z,167,Good Service,2026-07-21 15:20:42.616268+00:00
PYB,070,Edgware Road,2026-07-21T15:24:49Z,287,Good Service,2026-07-21 15:20:42.620811+00:00
PSG,054,Edgware Road,2026-07-21T15:31:49Z,701,Good Service,2026-07-21 15:20:48.451963+00:00
PSG,063,Edgware Road,2026-07-21T15:24:49Z,281,Good Service,2026-07-21 15:20:48.454018+00:00
PSG,070,Edgware Road,2026-07-21T15:26:49Z,401,Good Service,2026-07-21 15:20:48.455715+00:00
FBY,063,Edgware Road,2026-07-21T15:27:22Z,489,Good Service,2026-07-21 15:20:48.570369+00:00
FBY,070,Edgware Road,2026-07-21T15:29:22Z,609,Good Service,2026-07-21 15:20:48.573716+00:00
FBY,077,Edgware Road,2026-07-21T15:20:52Z,99,Good Service,2026-07-21 15:20:48.577227+00:00
SFS,070,Edgware Road,2026-07-21T15:19:51Z,15,Good Service,2026-07-21 15:21:09.561232+00:00
EPY,054,Edgware Road,2026-07-21T15:26:50Z,434,Good Service,2026-07-21 15:21:09.673296+00:00
EPY,063,Edgware Road,2026-07-21T15:20:19Z,43,Good Service,2026-07-21 15:21:09.677026+00:00
EPY,070,Edgware Road,2026-07-21T15:22:19Z,163,Good Service,2026-07-21 15:21:09.679698+00:00
PYB,054,Edgware Road,2026-07-21T15:28:49Z,527,Good Service,2026-07-21 15:21:09.783256+00:00
PYB,063,Edgware Road,2026-07-21T15:22:49Z,167,Good Service,2026-07-21 15:21:09.786233+00:00
PYB,070,Edgware Road,2026-07-21T15:24:49Z,287,Good Service,2026-07-21 15:21:09.788131+00:00
PSG,054,Edgware Road,2026-07-21T15:31:49Z,701,Good Service,2026-07-21 15:21:09.879810+00:00
PSG,063,Edgware Road,2026-07-21T15:24:49Z,281,Good Service,2026-07-21 15:21:09.884716+00:00
PSG,070,Edgware Road,2026-07-21T15:26:49Z,401,Good Service,2026-07-21 15:21:09.887045+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,869,Good Service,2026-07-21 15:21:10.023904+00:00
FBY,063,Edgware Road,2026-07-21T15:27:58Z,448,Good Service,2026-07-21 15:21:10.027370+00:00
FBY,070,Edgware Road,2026-07-21T15:28:58Z,508,Good Service,2026-07-21 15:21:10.030056+00:00
WIP,054,Edgware Road,2026-07-21T15:22:19Z,141,Good Service,2026-07-21 15:21:33.665847+00:00
SFS,054,Edgware Road,2026-07-21T15:25:29Z,275,Good Service,2026-07-21 15:21:34.418952+00:00
EPY,054,Edgware Road,2026-07-21T15:26:50Z,411,Good Service,2026-07-21 15:21:34.512259+00:00
EPY,063,Edgware Road,2026-07-21T15:20:19Z,20,Good Service,2026-07-21 15:21:34.515079+00:00
EPY,070,Edgware Road,2026-07-21T15:22:19Z,140,Good Service,2026-07-21 15:21:34.517490+00:00
PYB,054,Edgware Road,2026-07-21T15:28:49Z,527,Good Service,2026-07-21 15:21:34.612155+00:00
PYB,063,Edgware Road,2026-07-21T15:22:49Z,167,Good Service,2026-07-21 15:21:34.614826+00:00
PYB,070,Edgware Road,2026-07-21T15:24:49Z,287,Good Service,2026-07-21 15:21:34.617559+00:00
PSG,054,Edgware Road,2026-07-21T15:31:49Z,701,Good Service,2026-07-21 15:21:34.752762+00:00
PSG,063,Edgware Road,2026-07-21T15:24:49Z,281,Good Service,2026-07-21 15:21:34.755001+00:00
PSG,070,Edgware Road,2026-07-21T15:26:49Z,401,Good Service,2026-07-21 15:21:34.758184+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,869,Good Service,2026-07-21 15:21:34.889051+00:00
FBY,063,Edgware Road,2026-07-21T15:27:58Z,448,Good Service,2026-07-21 15:21:34.892597+00:00
FBY,070,Edgware Road,2026-07-21T15:28:58Z,508,Good Service,2026-07-21 15:21:34.894636+00:00
WIP,054,Edgware Road,2026-07-21T15:23:29Z,131,Good Service,2026-07-21 15:21:58.474279+00:00
SFS,054,Edgware Road,2026-07-21T15:25:29Z,250,Good Service,2026-07-21 15:21:58.753918+00:00
EPY,054,Edgware Road,2026-07-21T15:27:59Z,400,Good Service,2026-07-21 15:21:58.894854+00:00
EPY,070,Edgware Road,2026-07-21T15:22:29Z,70,Good Service,2026-07-21 15:21:58.897204+00:00
PYB,054,Edgware Road,2026-07-21T15:29:58Z,519,Good Service,2026-07-21 15:21:59.016476+00:00
PYB,063,Edgware Road,2026-07-21T15:23:29Z,130,Good Service,2026-07-21 15:21:59.019023+00:00
PYB,070,Edgware Road,2026-07-21T15:24:28Z,189,Good Service,2026-07-21 15:21:59.020309+00:00
PSG,054,Edgware Road,2026-07-21T15:32:59Z,699,Good Service,2026-07-21 15:22:00.142174+00:00
PSG,063,Edgware Road,2026-07-21T15:25:59Z,279,Good Service,2026-07-21 15:22:00.144339+00:00
PSG,070,Edgware Road,2026-07-21T15:26:59Z,339,Good Service,2026-07-21 15:22:00.148759+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,819,Good Service,2026-07-21 15:22:00.337216+00:00
FBY,063,Edgware Road,2026-07-21T15:27:58Z,398,Good Service,2026-07-21 15:22:00.340039+00:00
FBY,070,Edgware Road,2026-07-21T15:28:58Z,458,Good Service,2026-07-21 15:22:00.342301+00:00
WIP,054,Edgware Road,2026-07-21T15:23:29Z,131,Good Service,2026-07-21 15:22:22.708040+00:00
SFS,054,Edgware Road,2026-07-21T15:25:29Z,275,Good Service,2026-07-21 15:22:22.814076+00:00
EPY,054,Edgware Road,2026-07-21T15:27:27Z,344,Good Service,2026-07-21 15:22:22.921419+00:00
EPY,070,Edgware Road,2026-07-21T15:22:27Z,44,Good Service,2026-07-21 15:22:22.925942+00:00
PYB,054,Edgware Road,2026-07-21T15:28:56Z,433,Good Service,2026-07-21 15:22:23.085926+00:00
PYB,063,Edgware Road,2026-07-21T15:23:26Z,103,Good Service,2026-07-21 15:22:23.089668+00:00
PYB,070,Edgware Road,2026-07-21T15:24:56Z,193,Good Service,2026-07-21 15:22:23.093462+00:00
PSG,054,Edgware Road,2026-07-21T15:32:59Z,699,Good Service,2026-07-21 15:22:23.187695+00:00
PSG,063,Edgware Road,2026-07-21T15:25:59Z,279,Good Service,2026-07-21 15:22:23.189504+00:00
PSG,070,Edgware Road,2026-07-21T15:26:59Z,339,Good Service,2026-07-21 15:22:23.192735+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,819,Good Service,2026-07-21 15:22:23.288713+00:00
FBY,063,Edgware Road,2026-07-21T15:27:58Z,398,Good Service,2026-07-21 15:22:23.292746+00:00
FBY,070,Edgware Road,2026-07-21T15:28:58Z,458,Good Service,2026-07-21 15:22:23.294201+00:00
WIP,054,Edgware Road,2026-07-21T15:23:29Z,131,Good Service,2026-07-21 15:22:45.249512+00:00
SFS,054,Edgware Road,2026-07-21T15:25:29Z,250,Good Service,2026-07-21 15:22:45.364822+00:00
EPY,054,Edgware Road,2026-07-21T15:27:27Z,321,Good Service,2026-07-21 15:22:45.873958+00:00
EPY,070,Edgware Road,2026-07-21T15:22:27Z,21,Good Service,2026-07-21 15:22:45.877037+00:00
PYB,054,Edgware Road,2026-07-21T15:28:56Z,433,Good Service,2026-07-21 15:22:46.002303+00:00
PYB,063,Edgware Road,2026-07-21T15:23:26Z,103,Good Service,2026-07-21 15:22:46.005288+00:00
PYB,070,Edgware Road,2026-07-21T15:24:56Z,193,Good Service,2026-07-21 15:22:46.007661+00:00
PSG,054,Edgware Road,2026-07-21T15:31:57Z,591,Good Service,2026-07-21 15:22:46.150227+00:00
PSG,063,Edgware Road,2026-07-21T15:25:57Z,231,Good Service,2026-07-21 15:22:46.153184+00:00
PSG,070,Edgware Road,2026-07-21T15:26:57Z,291,Good Service,2026-07-21 15:22:46.156273+00:00
FBY,054,Edgware Road,2026-07-21T15:33:56Z,710,Good Service,2026-07-21 15:22:46.265063+00:00
FBY,063,Edgware Road,2026-07-21T15:27:56Z,350,Good Service,2026-07-21 15:22:46.269014+00:00
FBY,070,Edgware Road,2026-07-21T15:29:56Z,470,Good Service,2026-07-21 15:22:46.272191+00:00
WIP,054,Edgware Road,2026-07-21T15:22:42Z,13,Good Service,2026-07-21 15:23:09.616681+00:00
SFS,054,Edgware Road,2026-07-21T15:25:05Z,156,Good Service,2026-07-21 15:23:09.820645+00:00
EPY,054,Edgware Road,2026-07-21T15:27:27Z,344,Good Service,2026-07-21 15:23:10.025897+00:00
EPY,070,Edgware Road,2026-07-21T15:22:27Z,44,Good Service,2026-07-21 15:23:10.029471+00:00
PYB,054,Edgware Road,2026-07-21T15:28:56Z,433,Good Service,2026-07-21 15:23:10.138705+00:00
PYB,063,Edgware Road,2026-07-21T15:23:26Z,103,Good Service,2026-07-21 15:23:10.146591+00:00
PYB,070,Edgware Road,2026-07-21T15:24:56Z,193,Good Service,2026-07-21 15:23:10.154870+00:00
PSG,054,Edgware Road,2026-07-21T15:31:57Z,591,Good Service,2026-07-21 15:23:10.333085+00:00
PSG,063,Edgware Road,2026-07-21T15:25:57Z,231,Good Service,2026-07-21 15:23:10.337455+00:00
PSG,070,Edgware Road,2026-07-21T15:26:57Z,291,Good Service,2026-07-21 15:23:10.342556+00:00
FBY,054,Edgware Road,2026-07-21T15:34:55Z,745,Good Service,2026-07-21 15:23:10.484725+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,385,Good Service,2026-07-21 15:23:10.488422+00:00
FBY,070,Edgware Road,2026-07-21T15:29:55Z,445,Good Service,2026-07-21 15:23:10.491895+00:00
WIP,054,Edgware Road,2026-07-21T15:23:17Z,22,Good Service,2026-07-21 15:23:35.521919+00:00
SFS,054,Edgware Road,2026-07-21T15:25:05Z,156,Good Service,2026-07-21 15:23:35.625081+00:00
EPY,054,Edgware Road,2026-07-21T15:27:27Z,321,Good Service,2026-07-21 15:23:35.806002+00:00
EPY,070,Edgware Road,2026-07-21T15:22:27Z,21,Good Service,2026-07-21 15:23:35.808815+00:00
PYB,054,Edgware Road,2026-07-21T15:29:54Z,418,Good Service,2026-07-21 15:23:35.913802+00:00
PYB,063,Edgware Road,2026-07-21T15:24:24Z,88,Good Service,2026-07-21 15:23:35.916680+00:00
PYB,070,Edgware Road,2026-07-21T15:25:24Z,148,Good Service,2026-07-21 15:23:35.919407+00:00
PSG,054,Edgware Road,2026-07-21T15:31:57Z,591,Good Service,2026-07-21 15:23:36.053045+00:00
PSG,063,Edgware Road,2026-07-21T15:25:57Z,231,Good Service,2026-07-21 15:23:36.056476+00:00
PSG,070,Edgware Road,2026-07-21T15:26:57Z,291,Good Service,2026-07-21 15:23:36.058857+00:00
FBY,054,Edgware Road,2026-07-21T15:34:55Z,745,Good Service,2026-07-21 15:23:36.168533+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,385,Good Service,2026-07-21 15:23:36.171910+00:00
FBY,070,Edgware Road,2026-07-21T15:29:55Z,445,Good Service,2026-07-21 15:23:36.174274+00:00
WIP,054,Edgware Road,2026-07-21T15:22:42Z,13,Good Service,2026-07-21 15:23:59.176932+00:00
SFS,054,Edgware Road,2026-07-21T15:25:24Z,125,Good Service,2026-07-21 15:23:59.382062+00:00
EPY,054,Edgware Road,2026-07-21T15:28:25Z,306,Good Service,2026-07-21 15:23:59.503234+00:00
PYB,054,Edgware Road,2026-07-21T15:29:54Z,395,Good Service,2026-07-21 15:23:59.690904+00:00
PYB,063,Edgware Road,2026-07-21T15:24:24Z,65,Good Service,2026-07-21 15:23:59.694999+00:00
PYB,070,Edgware Road,2026-07-21T15:25:24Z,125,Good Service,2026-07-21 15:23:59.699142+00:00
PSG,054,Edgware Road,2026-07-21T15:32:55Z,575,Good Service,2026-07-21 15:23:59.894807+00:00
PSG,063,Edgware Road,2026-07-21T15:26:55Z,215,Good Service,2026-07-21 15:23:59.900404+00:00
PSG,070,Edgware Road,2026-07-21T15:27:55Z,275,Good Service,2026-07-21 15:23:59.904519+00:00
FBY,054,Edgware Road,2026-07-21T15:34:55Z,696,Good Service,2026-07-21 15:24:00.025325+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,336,Good Service,2026-07-21 15:24:00.031913+00:00
FBY,070,Edgware Road,2026-07-21T15:29:55Z,396,Good Service,2026-07-21 15:24:00.038598+00:00
WIP,054,Edgware Road,2026-07-21T15:23:17Z,22,Good Service,2026-07-21 15:24:24.161450+00:00
SFS,054,Edgware Road,2026-07-21T15:25:24Z,125,Good Service,2026-07-21 15:24:24.264474+00:00
EPY,054,Edgware Road,2026-07-21T15:28:25Z,306,Good Service,2026-07-21 15:24:24.469241+00:00
PYB,054,Edgware Road,2026-07-21T15:29:54Z,418,Good Service,2026-07-21 15:24:24.673339+00:00
PYB,063,Edgware Road,2026-07-21T15:24:24Z,88,Good Service,2026-07-21 15:24:24.676822+00:00
PYB,070,Edgware Road,2026-07-21T15:25:24Z,148,Good Service,2026-07-21 15:24:24.678366+00:00
PSG,054,Edgware Road,2026-07-21T15:32:55Z,575,Good Service,2026-07-21 15:24:24.805001+00:00
PSG,063,Edgware Road,2026-07-21T15:26:55Z,215,Good Service,2026-07-21 15:24:24.808426+00:00
PSG,070,Edgware Road,2026-07-21T15:27:55Z,275,Good Service,2026-07-21 15:24:24.810567+00:00
FBY,054,Edgware Road,2026-07-21T15:34:56Z,672,Good Service,2026-07-21 15:24:24.981714+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,311,Good Service,2026-07-21 15:24:24.984760+00:00
FBY,070,Edgware Road,2026-07-21T15:30:56Z,432,Good Service,2026-07-21 15:24:24.987872+00:00
SFS,054,Edgware Road,2026-07-21T15:25:26Z,79,Good Service,2026-07-21 15:24:47.611831+00:00
EPY,054,Edgware Road,2026-07-21T15:27:26Z,198,Good Service,2026-07-21 15:24:47.817408+00:00
PYB,054,Edgware Road,2026-07-21T15:29:56Z,348,Good Service,2026-07-21 15:24:48.453451+00:00
PYB,063,Edgware Road,2026-07-21T15:24:09Z,1,Good Service,2026-07-21 15:24:48.455571+00:00
PYB,070,Edgware Road,2026-07-21T15:26:25Z,137,Good Service,2026-07-21 15:24:48.457758+00:00
PSG,054,Edgware Road,2026-07-21T15:31:55Z,467,Good Service,2026-07-21 15:24:48.726501+00:00
PSG,063,Edgware Road,2026-07-21T15:26:26Z,138,Good Service,2026-07-21 15:24:48.730132+00:00
PSG,070,Edgware Road,2026-07-21T15:28:56Z,288,Good Service,2026-07-21 15:24:48.732737+00:00
FBY,054,Edgware Road,2026-07-21T15:34:56Z,648,Good Service,2026-07-21 15:24:49.042416+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,287,Good Service,2026-07-21 15:24:49.047475+00:00
FBY,070,Edgware Road,2026-07-21T15:30:56Z,408,Good Service,2026-07-21 15:24:49.051427+00:00
SFS,054,Edgware Road,2026-07-21T15:25:26Z,79,Good Service,2026-07-21 15:25:10.851676+00:00
EPY,054,Edgware Road,2026-07-21T15:28:28Z,234,Good Service,2026-07-21 15:25:14.443098+00:00
PYB,054,Edgware Road,2026-07-21T15:29:59Z,322,Good Service,2026-07-21 15:25:16.987966+00:00
PYB,070,Edgware Road,2026-07-21T15:26:29Z,112,Good Service,2026-07-21 15:25:16.991215+00:00
PSG,054,Edgware Road,2026-07-21T15:31:55Z,467,Good Service,2026-07-21 15:25:17.085540+00:00
PSG,063,Edgware Road,2026-07-21T15:26:26Z,138,Good Service,2026-07-21 15:25:17.088118+00:00
PSG,070,Edgware Road,2026-07-21T15:28:56Z,288,Good Service,2026-07-21 15:25:17.091349+00:00
FBY,054,Edgware Road,2026-07-21T15:34:56Z,672,Good Service,2026-07-21 15:25:17.190312+00:00
FBY,063,Edgware Road,2026-07-21T15:28:55Z,311,Good Service,2026-07-21 15:25:17.193228+00:00
FBY,070,Edgware Road,2026-07-21T15:30:56Z,432,Good Service,2026-07-21 15:25:17.196180+00:00
SFS,054,Edgware Road,2026-07-21T15:25:26Z,79,Good Service,2026-07-21 15:25:43.319616+00:00
EPY,054,Edgware Road,2026-07-21T15:28:28Z,234,Good Service,2026-07-21 15:25:43.519936+00:00
PYB,054,Edgware Road,2026-07-21T15:29:56Z,348,Good Service,2026-07-21 15:25:43.621776+00:00
PYB,063,Edgware Road,2026-07-21T15:24:09Z,1,Good Service,2026-07-21 15:25:43.625024+00:00
PYB,070,Edgware Road,2026-07-21T15:26:25Z,137,Good Service,2026-07-21 15:25:43.628644+00:00
PSG,054,Edgware Road,2026-07-21T15:31:55Z,467,Good Service,2026-07-21 15:25:43.828059+00:00
PSG,063,Edgware Road,2026-07-21T15:26:26Z,138,Good Service,2026-07-21 15:25:43.832060+00:00
PSG,070,Edgware Road,2026-07-21T15:28:56Z,288,Good Service,2026-07-21 15:25:43.835370+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,595,Good Service,2026-07-21 15:25:43.954212+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,205,Good Service,2026-07-21 15:25:43.958117+00:00
FBY,070,Edgware Road,2026-07-21T15:30:59Z,355,Good Service,2026-07-21 15:25:43.962352+00:00
EPY,054,Edgware Road,2026-07-21T15:28:28Z,178,Good Service,2026-07-21 15:26:09.940483+00:00
PYB,054,Edgware Road,2026-07-21T15:29:59Z,269,Good Service,2026-07-21 15:26:10.361493+00:00
PYB,070,Edgware Road,2026-07-21T15:26:29Z,59,Good Service,2026-07-21 15:26:10.363501+00:00
PSG,054,Edgware Road,2026-07-21T15:32:58Z,448,Good Service,2026-07-21 15:26:10.480742+00:00
PSG,063,Edgware Road,2026-07-21T15:25:59Z,29,Good Service,2026-07-21 15:26:10.484453+00:00
PSG,070,Edgware Road,2026-07-21T15:28:59Z,209,Good Service,2026-07-21 15:26:10.487993+00:00
FBY,054,Edgware Road,2026-07-21T15:34:59Z,569,Good Service,2026-07-21 15:26:10.647920+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,179,Good Service,2026-07-21 15:26:10.650114+00:00
FBY,070,Edgware Road,2026-07-21T15:30:59Z,329,Good Service,2026-07-21 15:26:10.652661+00:00
EPY,054,Edgware Road,2026-07-21T15:28:29Z,156,Good Service,2026-07-21 15:26:33.491674+00:00
PYB,054,Edgware Road,2026-07-21T15:30:59Z,305,Good Service,2026-07-21 15:26:33.799500+00:00
PYB,070,Edgware Road,2026-07-21T15:26:04Z,10,Good Service,2026-07-21 15:26:33.803392+00:00
PSG,054,Edgware Road,2026-07-21T15:33:00Z,426,Good Service,2026-07-21 15:26:34.209574+00:00
PSG,063,Edgware Road,2026-07-21T15:26:03Z,9,Good Service,2026-07-21 15:26:34.212105+00:00
PSG,070,Edgware Road,2026-07-21T15:28:29Z,155,Good Service,2026-07-21 15:26:34.215091+00:00
FBY,054,Edgware Road,2026-07-21T15:36:00Z,606,Good Service,2026-07-21 15:26:34.412899+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,155,Good Service,2026-07-21 15:26:34.416001+00:00
FBY,070,Edgware Road,2026-07-21T15:31:00Z,306,Good Service,2026-07-21 15:26:34.418760+00:00
EPY,054,Edgware Road,2026-07-21T15:28:28Z,178,Good Service,2026-07-21 15:26:56.427955+00:00
PYB,054,Edgware Road,2026-07-21T15:29:59Z,269,Good Service,2026-07-21 15:26:56.634308+00:00
PYB,070,Edgware Road,2026-07-21T15:26:29Z,59,Good Service,2026-07-21 15:26:56.638347+00:00
PSG,054,Edgware Road,2026-07-21T15:33:00Z,426,Good Service,2026-07-21 15:26:56.839090+00:00
PSG,063,Edgware Road,2026-07-21T15:26:03Z,9,Good Service,2026-07-21 15:26:56.842739+00:00
PSG,070,Edgware Road,2026-07-21T15:28:29Z,155,Good Service,2026-07-21 15:26:56.847924+00:00
FBY,054,Edgware Road,2026-07-21T15:36:00Z,583,Good Service,2026-07-21 15:26:57.275514+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,132,Good Service,2026-07-21 15:26:57.283081+00:00
FBY,070,Edgware Road,2026-07-21T15:31:00Z,283,Good Service,2026-07-21 15:26:57.287573+00:00
EPY,054,Edgware Road,2026-07-21T15:28:29Z,156,Good Service,2026-07-21 15:27:19.284176+00:00
PYB,054,Edgware Road,2026-07-21T15:30:59Z,260,Good Service,2026-07-21 15:27:19.388103+00:00
PSG,054,Edgware Road,2026-07-21T15:33:00Z,381,Good Service,2026-07-21 15:27:19.499455+00:00
PSG,070,Edgware Road,2026-07-21T15:28:30Z,111,Good Service,2026-07-21 15:27:19.504467+00:00
PSG,071,Edgware Road,2026-07-21T15:39:00Z,741,Good Service,2026-07-21 15:27:19.508220+00:00
FBY,054,Edgware Road,2026-07-21T15:36:00Z,583,Good Service,2026-07-21 15:27:19.612939+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,132,Good Service,2026-07-21 15:27:19.617840+00:00
FBY,070,Edgware Road,2026-07-21T15:31:00Z,283,Good Service,2026-07-21 15:27:19.621874+00:00
SFS,071,Edgware Road,2026-07-21T15:31:30Z,269,Good Service,2026-07-21 15:27:40.973148+00:00
EPY,054,Edgware Road,2026-07-21T15:28:31Z,90,Good Service,2026-07-21 15:27:41.310215+00:00
EPY,071,Edgware Road,2026-07-21T15:34:01Z,420,Good Service,2026-07-21 15:27:41.314645+00:00
PYB,054,Edgware Road,2026-07-21T15:30:59Z,260,Good Service,2026-07-21 15:27:41.443626+00:00
PSG,054,Edgware Road,2026-07-21T15:33:00Z,381,Good Service,2026-07-21 15:27:41.593289+00:00
PSG,070,Edgware Road,2026-07-21T15:28:30Z,111,Good Service,2026-07-21 15:27:41.596602+00:00
PSG,071,Edgware Road,2026-07-21T15:39:00Z,741,Good Service,2026-07-21 15:27:41.598739+00:00
FBY,054,Edgware Road,2026-07-21T15:36:00Z,583,Good Service,2026-07-21 15:27:41.738874+00:00
FBY,063,Edgware Road,2026-07-21T15:28:29Z,132,Good Service,2026-07-21 15:27:41.742009+00:00
FBY,070,Edgware Road,2026-07-21T15:31:00Z,283,Good Service,2026-07-21 15:27:41.744110+00:00
WIP,071,Edgware Road,2026-07-21T15:29:31Z,123,Good Service,2026-07-21 15:28:08.825153+00:00
SFS,071,Edgware Road,2026-07-21T15:31:30Z,269,Good Service,2026-07-21 15:28:09.030127+00:00
EPY,054,Edgware Road,2026-07-21T15:28:31Z,90,Good Service,2026-07-21 15:28:09.234780+00:00
EPY,071,Edgware Road,2026-07-21T15:34:01Z,420,Good Service,2026-07-21 15:28:09.238065+00:00
PYB,054,Edgware Road,2026-07-21T15:30:30Z,181,Good Service,2026-07-21 15:28:09.439691+00:00
PYB,071,Edgware Road,2026-07-21T15:36:00Z,511,Good Service,2026-07-21 15:28:09.443271+00:00
PSG,054,Edgware Road,2026-07-21T15:33:00Z,331,Good Service,2026-07-21 15:28:09.745937+00:00
PSG,070,Edgware Road,2026-07-21T15:28:30Z,61,Good Service,2026-07-21 15:28:09.750440+00:00
PSG,071,Edgware Road,2026-07-21T15:39:00Z,691,Good Service,2026-07-21 15:28:09.753849+00:00
FBY,054,Edgware Road,2026-07-21T15:35:01Z,451,Good Service,2026-07-21 15:28:10.612552+00:00
FBY,063,Edgware Road,2026-07-21T15:29:01Z,91,Good Service,2026-07-21 15:28:10.616126+00:00
